coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': -73.41, 'lat': 41.37}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 58.46, 'feels_like': 60.55, 'temp_min': 57, 'temp_max': 60.01, 'pressure': 1023, 'humidity': 97}",10000,"{'speed': 0.58, 'deg': 219}",{'all': 54},1603246960,"{'type': 3, 'id': 2004826, 'country': 'US', 'sunrise': 1603192288, 'sunset': 1603231493}",-14400,5282297,Bethel,200,,
"{'lon': -42.03, 'lat': -22.97}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 72.46, 'feels_like': 67.3, 'temp_min': 72.46, 'temp_max': 72.46, 'pressure': 1017, 'humidity': 85, 'sea_level': 1017, 'grnd_level': 1016}",10000,"{'speed': 20.71, 'deg': 54}",{'all': 0},1603246999,"{'country': 'BR', 'sunrise': 1603181453, 'sunset': 1603227267}",-10800,3471451,Arraial do Cabo,200,,
"{'lon': -152.41, 'lat': 57.79}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 46.4, 'feels_like': 36.27, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 1031, 'humidity': 45}",10000,"{'speed': 10.29, 'deg': 310}",{'all': 1},1603246796,"{'type': 1, 'id': 7668, 'country': 'US', 'sunrise': 1603213020, 'sunset': 1603248676}",-28800,5866583,Saint Paul Harbor,200,,
"{'lon': 113.63, 'lat': -24.87}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 73.4, 'feels_like': 64.56, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1014, 'humidity': 56}",10000,"{'speed': 19.46, 'deg': 180}",{'all': 40},1603246993,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1603230361, 'sunset': 1603276432}",28800,2074865,Carnarvon,200,,
"{'lon': 101.18, 'lat': 13.45}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 84.45, 'feels_like': 96.75, 'temp_min': 84, 'temp_max': 84.99, 'pressure': 1007, 'humidity': 99}",10000,"{'speed': 7.4, 'deg': 56}",{'all': 39},1603247081,"{'type': 3, 'id': 2034232, 'country': 'TH', 'sunrise': 1603235200, 'sunset': 1603277568}",25200,1607838,Phanat Nikhom,200,,
"{'lon': 172.63, 'lat': -43.53}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 61.66, 'feels_like': 54.79, 'temp_min': 59, 'temp_max': 64, 'pressure': 1016, 'humidity': 55}",10000,"{'speed': 10.29, 'deg': 80}",{'all': 8},1603247081,"{'type': 1, 'id': 7348, 'country': 'NZ', 'sunrise': 1603214875, 'sunset': 1603263601}",46800,2192362,Christchurch,200,,
"{'lon': 147.06, 'lat': -42.78}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 62.11, 'feels_like': 59.88, 'temp_min': 57, 'temp_max': 66.99, 'pressure': 1013, 'humidity': 54}",10000,"{'speed': 1.99, 'deg': 360, 'gust': 5.01}",{'all': 96},1603246910,"{'type': 3, 'id': 2031307, 'country': 'AU', 'sunrise': 1603221073, 'sunset': 1603269674}",39600,2155415,New Norfolk,200,,
"{'lon': 166.53, 'lat': -20.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 76.69, 'feels_like': 79.25, 'temp_min': 76.69, 'temp_max': 76.69, 'pressure': 1012, 'humidity': 70, 'sea_level': 1012, 'grnd_level': 1012}",10000,"{'speed': 5.77, 'deg': 78}",{'all': 0},1603247081,"{'country': 'NC', 'sunrise': 1603217905, 'sunset': 1603263498}",39600,2141305,Fayaoué,200,,
"{'lon': -6.59, 'lat': 62.23}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 39.2, 'feels_like': 32.2, 'temp_min': 39.2, 'temp_max': 39.2, 'pressure': 1007, 'humidity': 72}",10000,"{'speed': 5.82, 'deg': 10}",{'all': 39},1603247082,"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1603265311, 'sunset': 1603299181}",3600,2618795,Klaksvík,200,,
"{'lon': -73.77, 'lat': -42.47}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 43.03, 'feels_like': 34.86, 'temp_min': 41, 'temp_max': 45, 'pressure': 1021, 'humidity': 75}",10000,"{'speed': 9.17, 'deg': 180}",{'all': 0},1603246987,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1603187736, 'sunset': 1603236217}",-10800,3896218,Castro,200,,
"{'lon': 128.87, 'lat': 71.69}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 8.44, 'feels_like': -2.49, 'temp_min': 8.44, 'temp_max': 8.44, 'pressure': 1008, 'humidity': 92, 'sea_level': 1008, 'grnd_level': 1004}",10000,"{'speed': 8.77, 'deg': 231}",{'all': 89},1603246983,"{'country': 'RU', 'sunrise': 1603235750, 'sunset': 1603263728}",32400,2015306,Tiksi,200,,
"{'lon': -169.92, 'lat': -19.06}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 77, 'feels_like': 73.47, 'temp_min': 77, 'temp_max': 77, 'pressure': 1013, 'humidity': 78}",10000,"{'speed': 19.46, 'deg': 120}",{'all': 90},1603247082,"{'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1603212340, 'sunset': 1603257761}",-39600,4036284,Alofi,200,,
"{'lon': -122.43, 'lat': 37.46}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 62.02, 'feels_like': 61.5, 'temp_min': 53.6, 'temp_max': 73.4, 'pressure': 1011, 'humidity': 87}",10000,"{'speed': 5.53, 'deg': 323}",{'all': 1},1603246812,"{'type': 1, 'id': 4322, 'country': 'US', 'sunrise': 1603203779, 'sunset': 1603243529}",-25200,5354943,Half Moon Bay,200,,
"{'lon': 115.33, 'lat': -33.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 65.98, 'feels_like': 60.15, 'temp_min': 62.01, 'temp_max': 70, 'pressure': 1008, 'humidity': 38}",10000,"{'speed': 6.29, 'deg': 126}",{'all': 0},1603246911,"{'type': 3, 'id': 2011706, 'country': 'AU', 'sunrise': 1603229401, 'sunset': 1603276575}",28800,2075265,Busselton,200,,
"{'lon': 126.5, 'lat': 46.83}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 55.38, 'feels_like': 39.2, 'temp_min': 55.38, 'temp_max': 55.38, 'pressure': 1006, 'humidity': 40, 'sea_level': 1006, 'grnd_level': 984}",10000,"{'speed': 22.26, 'deg': 213}",{'all': 100},1603247083,"{'country': 'CN', 'sunrise': 1603231203, 'sunset': 1603269412}",28800,2034228,Wangkui,200,,
"{'lon': 12.86, 'lat': 0.57}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 68.16, 'feels_like': 72.95, 'temp_min': 68.16, 'temp_max': 68.16, 'pressure': 1011, 'humidity': 97, 'sea_level': 1011, 'grnd_level': 957}",10000,"{'speed': 2.71, 'deg': 254}",{'all': 93},1603247083,"{'country': 'GA', 'sunrise': 1603255802, 'sunset': 1603299355}",3600,2399371,Makokou,200,,
"{'lon': 160.7, 'lat': -8.77}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 84.72, 'feels_like': 94.19, 'temp_min': 84.72, 'temp_max': 84.72, 'pressure': 1008, 'humidity': 73, 'sea_level': 1008, 'grnd_level': 1005}",5572,"{'speed': 1.66, 'deg': 327}",{'all': 65},1603247083,"{'country': 'SB', 'sunrise': 1603219895, 'sunset': 1603264307}",39600,2109701,Auki,200,{'1h': 2.15},
"{'lon': 115.13, 'lat': 50.52}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 30.65, 'feels_like': 14.45, 'temp_min': 30.65, 'temp_max': 30.65, 'pressure': 1015, 'humidity': 76, 'sea_level': 1015, 'grnd_level': 941}",10000,"{'speed': 20.62, 'deg': 327}",{'all': 0},1603247083,"{'country': 'RU', 'sunrise': 1603234305, 'sunset': 1603271767}",32400,2019118,Nizhniy Tsasuchey,200,,
"{'lon': 114.08, 'lat': 71.92}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 19.78, 'feels_like': 9.9, 'temp_min': 19.78, 'temp_max': 19.78, 'pressure': 1007, 'humidity': 97, 'sea_level': 1007, 'grnd_level': 1006}",679,"{'speed': 8.52, 'deg': 285}",{'all': 91},1603246962,"{'country': 'RU', 'sunrise': 1603239429, 'sunset': 1603267147}",32400,2017155,Saskylakh,200,,
"{'lon': 147.27, 'lat': -2.02}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 84.51, 'feels_like': 91.06, 'temp_min': 84.51, 'temp_max': 84.51, 'pressure': 1008, 'humidity': 68, 'sea_level': 1008, 'grnd_level': 1008}",10000,"{'speed': 4.5, 'deg': 40}",{'all': 94},1603247019,"{'country': 'PG', 'sunrise': 1603223429, 'sunset': 1603267218}",36000,2092164,Lorengau,200,{'1h': 0.28},
"{'lon': -45.24, 'lat': 60.14}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 35.64, 'feels_like': 23.83, 'temp_min': 35.64, 'temp_max': 35.64, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 1013}",5742,"{'speed': 15.12, 'deg': 305}",{'all': 100},1603247023,"{'country': 'GL', 'sunrise': 1603274195, 'sunset': 1603308847}",-7200,3421765,Nanortalik,200,,
"{'lon': -9.52, 'lat': 53.8}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 53.01, 'feels_like': 50.38, 'temp_min': 53.01, 'temp_max': 53.01, 'pressure': 991, 'humidity': 90}",10000,"{'speed': 4.9, 'deg': 297}",{'all': 34},1603246912,"{'type': 3, 'id': 2001337, 'country': 'IE', 'sunrise': 1603264643, 'sunset': 1603301255}",3600,2960970,Westport,200,,
"{'lon': -7.17, 'lat': 62.16}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 39.2, 'feels_like': 32.43, 'temp_min': 39.2, 'temp_max': 39.2, 'pressure': 1007, 'humidity': 77}",10000,"{'speed': 5.82, 'deg': 10}",{'all': 5},1603247085,"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1603265436, 'sunset': 1603299335}",3600,2610343,Vestmanna,200,,
"{'lon': -127.17, 'lat': 54.78}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 33.8, 'feels_like': 27.23, 'temp_min': 33.8, 'temp_max': 33.8, 'pressure': 1017, 'humidity': 100}",10000,"{'speed': 5.82, 'deg': 360}",{'all': 75},1603247085,"{'type': 1, 'id': 990, 'country': 'CA', 'sunrise': 1603206527, 'sunset': 1603243056}",-25200,6149996,Smithers,200,,
"{'lon': -53.67, 'lat': 66.94}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 33.17, 'feels_like': 14.13, 'temp_min': 33.17, 'temp_max': 33.17, 'pressure': 1007, 'humidity': 90, 'sea_level': 1007, 'grnd_level': 1007}",4307,"{'speed': 27.11, 'deg': 185}",{'all': 100},1603247085,"{'country': 'GL', 'sunrise': 1603277830, 'sunset': 1603309258}",-7200,3419842,Sisimiut,200,,
"{'lon': 138.33, 'lat': 46.54}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 53.82, 'feels_like': 44.74, 'temp_min': 53.82, 'temp_max': 53.82, 'pressure': 1021, 'humidity': 58, 'sea_level': 1021, 'grnd_level': 1021}",10000,"{'speed': 11.97, 'deg': 208}",{'all': 100},1603247085,"{'country': 'RU', 'sunrise': 1603228334, 'sunset': 1603266604}",36000,2015852,Svetlaya,200,,
"{'lon': 71.75, 'lat': 30.68}","[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",stations,"{'temp': 64.4, 'feels_like': 63.97, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1008, 'humidity': 77}",2500,"{'speed': 4.7, 'deg': 360}",{'all': 0},1603247085,"{'type': 1, 'id': 7586, 'country': 'PK', 'sunrise': 1603243167, 'sunset': 1603283726}",18000,1356491,Ahmadpur Sial,200,,
"{'lon': 111.65, 'lat': 40.81}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 35.6, 'feels_like': 27.43, 'temp_min': 35.6, 'temp_max': 35.6, 'pressure': 1024, 'humidity': 37}",8000,"{'speed': 4.47, 'deg': 200}",{'all': 1},1603246878,"{'type': 1, 'id': 9612, 'country': 'CN', 'sunrise': 1603234264, 'sunset': 1603273479}",28800,2036892,Hohhot,200,,
"{'lon': 73.08, 'lat': -0.6}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 82.04, 'feels_like': 84.81, 'temp_min': 82.04, 'temp_max': 82.04, 'pressure': 1011, 'humidity': 80, 'sea_level': 1011, 'grnd_level': 1011}",10000,"{'speed': 13.71, 'deg': 232}",{'all': 65},1603246994,"{'country': 'MV', 'sunrise': 1603241297, 'sunset': 1603284958}",18000,1282256,Hithadhoo,200,{'1h': 0.11},
"{'lon': 128.84, 'lat': 32.69}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 75.2, 'feels_like': 72.18, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1019, 'humidity': 60}",10000,"{'speed': 11.41, 'deg': 150}",{'all': 75},1603247086,"{'type': 1, 'id': 7986, 'country': 'JP', 'sunrise': 1603229580, 'sunset': 1603269913}",32400,1863997,Fukuechō,200,,
"{'lon': -48.78, 'lat': -28.48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 66.96, 'feels_like': 69.66, 'temp_min': 66.96, 'temp_max': 66.96, 'pressure': 1019, 'humidity': 95, 'sea_level': 1019, 'grnd_level': 1014}",10000,"{'speed': 4.97, 'deg': 333}",{'all': 10},1603247086,"{'country': 'BR', 'sunrise': 1603182756, 'sunset': 1603229203}",-10800,3459094,Laguna,200,,
"{'lon': 131.38, 'lat': 32.97}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 69.01, 'feels_like': 64.78, 'temp_min': 69.01, 'temp_max': 69.01, 'pressure': 1019, 'humidity': 64}",10000,"{'speed': 11.01, 'deg': 225, 'gust': 21.99}",{'all': 64},1603247086,"{'type': 3, 'id': 37816, 'country': 'JP', 'sunrise': 1603228987, 'sunset': 1603269286}",32400,1850878,Taketa,200,,
"{'lon': -67.5, 'lat': -45.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 46.4, 'feels_like': 40.37, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 1028, 'humidity': 70}",10000,"{'speed': 5.82, 'deg': 50}",{'all': 95},1603247087,"{'type': 1, 'id': 8284, 'country': 'AR', 'sunrise': 1603185914, 'sunset': 1603235030}",-10800,3860443,Comodoro Rivadavia,200,,
"{'lon': -14.42, 'lat': -7.93}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 75.6, 'feels_like': 73.26, 'temp_min': 75.6, 'temp_max': 75.6, 'pressure': 1012, 'humidity': 82, 'sea_level': 1012, 'grnd_level': 1012}",10000,"{'speed': 17.43, 'deg': 120}",{'all': 82},1603247022,"{'country': 'SH', 'sunrise': 1603261952, 'sunset': 1603306298}",0,2411397,Georgetown,200,,
"{'lon': 98.78, 'lat': 1.74}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 85.12, 'feels_like': 92.7, 'temp_min': 85.12, 'temp_max': 85.12, 'pressure': 1012, 'humidity': 64, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 1.52, 'deg': 245}",{'all': 47},1603247087,"{'country': 'ID', 'sunrise': 1603235236, 'sunset': 1603278683}",25200,1213855,Sibolga,200,,
"{'lon': 57.7, 'lat': -20.41}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 73.4, 'feels_like': 74.21, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1019, 'humidity': 83}",10000,"{'speed': 10.29, 'deg': 110}",{'all': 40},1603246988,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1603244024, 'sunset': 1603289612}",14400,934322,Mahébourg,200,,
"{'lon': -74.52, 'lat': 24.03}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 81.88, 'feels_like': 78.53, 'temp_min': 81.88, 'temp_max': 81.88, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1012}",10000,"{'speed': 23.62, 'deg': 93}",{'all': 100},1603247087,"{'country': 'BS', 'sunrise': 1603191480, 'sunset': 1603232834}",-14400,3572627,Cockburn Town,200,{'1h': 0.25},
"{'lon': -120.46, 'lat': 34.64}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 58.01, 'feels_like': 54.27, 'temp_min': 55.4, 'temp_max': 60.8, 'pressure': 1011, 'humidity': 82}",10000,"{'speed': 8.05, 'deg': 290}",{'all': 90},1603247008,"{'type': 1, 'id': 4747, 'country': 'US', 'sunrise': 1603203119, 'sunset': 1603243243}",-25200,5367788,Lompoc,200,,
"{'lon': -69.36, 'lat': 77.48}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 20.41, 'feels_like': 11.57, 'temp_min': 20.41, 'temp_max': 20.41, 'pressure': 1005, 'humidity': 82, 'sea_level': 1005, 'grnd_level': 1005}",10000,"{'speed': 6.17, 'deg': 63}",{'all': 37},1603246991,"{'country': 'GL', 'sunrise': 1603201452, 'sunset': 1603220385}",-10800,3831208,Qaanaaq,200,,
"{'lon': -122.7, 'lat': 58.81}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 17.6, 'feels_like': 9.18, 'temp_min': 17.6, 'temp_max': 17.6, 'pressure': 1022, 'humidity': 72}",10000,"{'speed': 4.7, 'deg': 290}",{'all': 20},1603247088,"{'type': 1, 'id': 986, 'country': 'CA', 'sunrise': 1603206040, 'sunset': 1603241397}",-25200,5955902,Fort Nelson,200,,
"{'lon': 12.61, 'lat': 13.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 81.57, 'feels_like': 73.62, 'temp_min': 81.57, 'temp_max': 81.57, 'pressure': 1009, 'humidity': 20, 'sea_level': 1009, 'grnd_level': 975}",10000,"{'speed': 9.08, 'deg': 33}",{'all': 0},1603247088,"{'country': 'NE', 'sunrise': 1603256454, 'sunset': 1603298823}",3600,2445704,Diffa,200,,
"{'lon': 57.43, 'lat': 38.44}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 57.18, 'feels_like': 52.23, 'temp_min': 57.18, 'temp_max': 57.18, 'pressure': 1022, 'humidity': 38, 'sea_level': 1022, 'grnd_level': 1003}",10000,"{'speed': 2.39, 'deg': 291}",{'all': 0},1603247088,"{'country': 'TM', 'sunrise': 1603247111, 'sunset': 1603286654}",18000,162158,Baharly,200,,
"{'lon': -156.79, 'lat': 71.29}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 28.4, 'feels_like': 16.72, 'temp_min': 28.4, 'temp_max': 28.4, 'pressure': 1029, 'humidity': 86}",2816,"{'speed': 12.75, 'deg': 210}",{'all': 90},1603246997,"{'type': 1, 'id': 7649, 'country': 'US', 'sunrise': 1603217652, 'sunset': 1603246147}",-28800,5880054,Barrow,200,,
"{'lon': -57.56, 'lat': -38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 47.05, 'feels_like': 42.24, 'temp_min': 42.8, 'temp_max': 52, 'pressure': 1031, 'humidity': 87}",10000,"{'speed': 5.82, 'deg': 103}",{'all': 0},1603246989,"{'type': 1, 'id': 8305, 'country': 'AR', 'sunrise': 1603184217, 'sunset': 1603231957}",-10800,3430863,Mar del Plata,200,,
"{'lon': 147.88, 'lat': 45.23}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 48.29, 'feels_like': 40.53, 'temp_min': 48.29, 'temp_max': 48.29, 'pressure': 1029, 'humidity': 55, 'sea_level': 1029, 'grnd_level': 1022}",10000,"{'speed': 7.65, 'deg': 254}",{'all': 5},1603247089,"{'country': 'RU', 'sunrise': 1603225922, 'sunset': 1603264432}",36000,2123979,Kuril'sk,200,,
"{'lon': 165.15, 'lat': -21.35}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 78.03, 'feels_like': 80.08, 'temp_min': 78.03, 'temp_max': 78.03, 'pressure': 1013, 'humidity': 60, 'sea_level': 1013, 'grnd_level': 1011}",10000,"{'speed': 4.25, 'deg': 206}",{'all': 62},1603247089,"{'country': 'NC', 'sunrise': 1603218198, 'sunset': 1603263867}",39600,2138522,Poya,200,,
"{'lon': 12.78, 'lat': 26.59}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 66.76, 'feels_like': 61.66, 'temp_min': 66.76, 'temp_max': 66.76, 'pressure': 1018, 'humidity': 56, 'sea_level': 1018, 'grnd_level': 965}",10000,"{'speed': 9.46, 'deg': 69}",{'all': 27},1603247089,"{'country': 'LY', 'sunrise': 1603257090, 'sunset': 1603298105}",7200,2219235,Ubari,200,,
"{'lon': -114.35, 'lat': 62.46}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 21.07, 'feels_like': 10.53, 'temp_min': 21, 'temp_max': 21.2, 'pressure': 1018, 'humidity': 79}",10000,"{'speed': 9.17, 'deg': 330}",{'all': 20},1603246982,"{'type': 1, 'id': 1007, 'country': 'CA', 'sunrise': 1603204703, 'sunset': 1603238727}",-21600,6185377,Yellowknife,200,,
"{'lon': -50.21, 'lat': -30.18}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 68.88, 'feels_like': 70.81, 'temp_min': 68.88, 'temp_max': 68.88, 'pressure': 1019, 'humidity': 93, 'sea_level': 1019, 'grnd_level': 1018}",10000,"{'speed': 7.36, 'deg': 110}",{'all': 97},1603246982,"{'country': 'BR', 'sunrise': 1603182995, 'sunset': 1603229651}",-10800,3466165,Cidreira,200,,
"{'lon': 80.42, 'lat': 5.97}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 80.58, 'feels_like': 84.24, 'temp_min': 80.58, 'temp_max': 80.58, 'pressure': 1010, 'humidity': 82, 'sea_level': 1010, 'grnd_level': 1009}",10000,"{'speed': 11.45, 'deg': 272}",{'all': 9},1603247090,"{'country': 'LK', 'sunrise': 1603239836, 'sunset': 1603282896}",19800,1223738,Weligama,200,{'1h': 0.42},
"{'lon': -156.47, 'lat': 20.89}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 83.66, 'feels_like': 79.36, 'temp_min': 79, 'temp_max': 89.6, 'pressure': 1012, 'humidity': 40}",10000,"{'speed': 11.41, 'deg': 40}",{'all': 20},1603247090,"{'type': 1, 'id': 7879, 'country': 'US', 'sunrise': 1603210993, 'sunset': 1603252652}",-36000,5847411,Kahului,200,,
"{'lon': -75.98, 'lat': 36.85}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 66.7, 'feels_like': 69.66, 'temp_min': 64.99, 'temp_max': 68, 'pressure': 1024, 'humidity': 99}",10000,"{'speed': 5.26, 'deg': 143}",{'all': 100},1603246988,"{'type': 3, 'id': 2032858, 'country': 'US', 'sunrise': 1603192582, 'sunset': 1603232432}",-14400,4791259,Virginia Beach,200,,
"{'lon': 60.78, 'lat': 34.74}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 53.53, 'feels_like': 42.69, 'temp_min': 53.53, 'temp_max': 53.53, 'pressure': 1022, 'humidity': 33, 'sea_level': 1022, 'grnd_level': 928}",10000,"{'speed': 11.32, 'deg': 347}",{'all': 0},1603247090,"{'country': 'IR', 'sunrise': 1603246054, 'sunset': 1603286104}",12600,1159384,Tāybād,200,,
"{'lon': -63, 'lat': -40.81}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 48.58, 'feels_like': 40.55, 'temp_min': 48.58, 'temp_max': 48.58, 'pressure': 1029, 'humidity': 68, 'sea_level': 1029, 'grnd_level': 1028}",10000,"{'speed': 9.82, 'deg': 74}",{'all': 74},1603247090,"{'country': 'AR', 'sunrise': 1603185297, 'sunset': 1603233488}",-10800,3832899,Viedma,200,,
"{'lon': -13.56, 'lat': 29.06}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 73.4, 'feels_like': 77.72, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1014, 'humidity': 73}",10000,"{'speed': 1.12, 'deg': 0}",{'all': 99},1603247090,"{'type': 1, 'id': 2379, 'country': 'ES', 'sunrise': 1603263555, 'sunset': 1603304282}",3600,2510573,Teguise,200,,
"{'lon': -73.65, 'lat': -37.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 49.06, 'feels_like': 37.49, 'temp_min': 49.06, 'temp_max': 49.06, 'pressure': 1019, 'humidity': 78, 'sea_level': 1019, 'grnd_level': 1009}",10000,"{'speed': 17.52, 'deg': 185}",{'all': 0},1603246986,"{'country': 'CL', 'sunrise': 1603188104, 'sunset': 1603235792}",-10800,3883457,Lebu,200,,
"{'lon': 27.91, 'lat': -33.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 57.49, 'feels_like': 53.51, 'temp_min': 57.49, 'temp_max': 57.49, 'pressure': 1025, 'humidity': 66, 'sea_level': 1025, 'grnd_level': 1020}",10000,"{'speed': 5.5, 'deg': 313}",{'all': 0},1603247000,"{'country': 'ZA', 'sunrise': 1603250409, 'sunset': 1603297525}",7200,1006984,East London,200,,
